medallion,hack_license,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance
2010000764,2010000764,CMT,1/1/2010 0:06,1/1/2010 0:19,2,13.38,3.3
2010000765,2010000765,CMT,1/1/2010 0:06,1/1/2010 0:33,2,26.92,17
2010000766,2010000766,CMT,1/1/2010 0:06,1/1/2010 0:16,2,10.17,2.2
2010000767,2010000767,CMT,1/1/2010 0:06,1/1/2010 0:09,1,2.7,0.7
2010000768,2010000768,CMT,1/1/2010 0:06,1/1/2010 0:12,1,5.88,0.8
2010000769,2010000769,CMT,1/1/2010 0:06,1/1/2010 0:25,1,18.93,3.4
2010000770,2010000770,VTS,1/1/2010 0:06,1/1/2010 0:06,1,0,0.71
2010000771,2010000771,CMT,1/1/2010 0:06,1/1/2010 0:14,1,8.07,3.1
2010000772,2010000772,CMT,1/1/2010 0:06,1/1/2010 0:13,3,7.1,1.5
2010000773,2010000773,DDS,1/1/2010 0:06,1/1/2010 0:14,3,8.05,1.5
2010000774,2010000774,CMT,1/1/2010 0:06,1/1/2010 0:28,1,22.12,6
2010000775,2010000775,CMT,1/1/2010 0:06,1/1/2010 0:09,1,2.9,0.6
2010000776,2010000776,CMT,1/1/2010 0:06,1/1/2010 0:18,1,11.77,2.1
2010000777,2010000777,CMT,1/1/2010 0:06,1/1/2010 0:15,1,9.35,1.6
2010000778,2010000778,CMT,1/1/2010 0:06,1/1/2010 0:30,1,23.63,3.7
2010000779,2010000779,CMT,1/1/2010 0:06,1/1/2010 0:26,1,19.9,2.4
2010000780,2010000780,CMT,1/1/2010 0:06,1/1/2010 0:21,1,14.63,2.4
2010000192,2010000192,CMT,1/1/2010 0:06,1/1/2010 0:13,2,6.97,1
2010000781,2010000781,DDS,1/1/2010 0:06,1/1/2010 0:16,3,9.6,0.9
2010000782,2010000782,VTS,1/1/2010 0:06,1/1/2010 0:06,1,0,0.74
2010000783,2010000783,CMT,1/1/2010 0:06,1/1/2010 0:57,2,50.72,11.9
2010000784,2010000784,CMT,1/1/2010 0:06,1/1/2010 0:18,1,11.8,5
2010000785,2010000785,CMT,1/1/2010 0:06,1/1/2010 0:13,1,7.17,1
2010000786,2010000786,CMT,1/1/2010 0:06,1/1/2010 0:39,2,32.35,4.5
2010000787,2010000787,CMT,1/1/2010 0:06,1/1/2010 0:20,1,13.33,4.3
2010000788,2010000788,CMT,1/1/2010 0:06,1/1/2010 0:18,1,11.77,3.8
2010000789,2010000789,CMT,1/1/2010 0:06,1/1/2010 0:15,1,8.45,1.4
2010000790,2010000790,CMT,1/1/2010 0:06,1/1/2010 0:18,1,11.75,3.3
2010000791,2010000791,CMT,1/1/2010 0:06,1/1/2010 0:18,1,12.28,1.2
2010000792,2010000792,DDS,1/1/2010 0:06,1/1/2010 0:15,1,8.48,1.7
2010000793,2010000793,CMT,1/1/2010 0:06,1/1/2010 0:08,1,2.02,0.5
2010000794,2010000794,CMT,1/1/2010 0:06,1/1/2010 0:26,1,19.65,5.3
2010000795,2010000795,CMT,1/1/2010 0:06,1/1/2010 0:23,1,16.52,2.2
2010000796,2010000796,CMT,1/1/2010 0:06,1/1/2010 0:15,1,8.77,1.5
2010000797,2010000797,CMT,1/1/2010 0:06,1/1/2010 0:28,1,21.38,3.5
2010000798,2010000798,CMT,1/1/2010 0:06,1/1/2010 0:16,2,9.83,3.5
2010000799,2010000799,CMT,1/1/2010 0:06,1/1/2010 0:11,3,5.17,0.9
2010000800,2010000800,CMT,1/1/2010 0:06,1/1/2010 0:19,1,12.87,3.1
2010000801,2010000801,CMT,1/1/2010 0:06,1/1/2010 0:12,1,5.75,1
2010000802,2010000802,CMT,1/1/2010 0:06,1/1/2010 0:31,2,24.8,6.2
2010000803,2010000803,DDS,1/1/2010 0:06,1/1/2010 0:19,2,12.66,2.1
2010000804,2010000804,CMT,1/1/2010 0:06,1/1/2010 0:09,1,3.18,0.6
2010000805,2010000805,CMT,1/1/2010 0:06,1/1/2010 0:16,1,9.8,2.2
2010000806,2010000806,DDS,1/1/2010 0:06,1/1/2010 0:30,1,23.85,7.4
2010000807,2010000807,CMT,1/1/2010 0:06,1/1/2010 0:45,4,38.97,4.3
2010000808,2010000808,CMT,1/1/2010 0:06,1/1/2010 0:15,2,8.72,2.4
2010000809,2010000809,VTS,1/1/2010 0:06,1/1/2010 0:06,5,0,1.01
2010000810,2010000810,CMT,1/1/2010 0:06,1/1/2010 0:13,2,6.35,2
2010000811,2010000811,CMT,1/1/2010 0:06,1/1/2010 0:10,1,3.55,0.7
2010000812,2010000812,CMT,1/1/2010 0:06,1/1/2010 0:14,3,8.15,1.4
2010000813,2010000813,CMT,1/1/2010 0:06,1/1/2010 0:09,1,2.68,1.1
2010000814,2010000814,CMT,1/1/2010 0:06,1/1/2010 0:22,1,15.82,3.7
2010000815,2010000815,VTS,1/1/2010 0:06,1/1/2010 0:06,1,0,1.19
2010000816,2010000816,CMT,1/1/2010 0:06,1/1/2010 0:29,2,22.95,16.1
2010000817,2010000817,CMT,1/1/2010 0:06,1/1/2010 0:17,1,10.58,1.8
2010000818,2010000818,CMT,1/1/2010 0:06,1/1/2010 0:21,2,14.75,4.1
2010000819,2010000819,VTS,1/1/2010 0:06,1/1/2010 0:06,2,0,0.89
2010000820,2010000820,DDS,1/1/2010 0:06,1/1/2010 0:11,2,4.6,0.5
2010000821,2010000821,CMT,1/1/2010 0:06,1/1/2010 0:10,1,4.03,0.9
2010000822,2010000822,CMT,1/1/2010 0:06,1/1/2010 0:50,1,43.15,20.9
2010000823,2010000823,CMT,1/1/2010 0:06,1/1/2010 0:21,2,14.43,4.6
2010000824,2010000824,CMT,1/1/2010 0:06,1/1/2010 0:18,1,11.65,3.2
2010000825,2010000825,DDS,1/1/2010 0:06,1/1/2010 0:18,2,11.65,1.1
2010000826,2010000826,CMT,1/1/2010 0:06,1/1/2010 0:21,2,14.23,2
2010000827,2010000827,DDS,1/1/2010 0:06,1/1/2010 0:19,1,12.18,1.6
2010000828,2010000828,CMT,1/1/2010 0:06,1/1/2010 0:15,1,8.12,1.4
2010000829,2010000829,VTS,1/1/2010 0:06,1/1/2010 0:06,1,0,0.2
2010000830,2010000830,CMT,1/1/2010 0:06,1/1/2010 0:11,1,4.07,0.8
2010000831,2010000831,CMT,1/1/2010 0:06,1/1/2010 0:15,1,8.2,1.9
2010000832,2010000832,CMT,1/1/2010 0:06,1/1/2010 0:17,4,10.87,2.6
2010000833,2010000833,CMT,1/1/2010 0:06,1/1/2010 0:16,1,9.33,3.4
2010000834,2010000834,CMT,1/1/2010 0:06,1/1/2010 0:14,1,7.22,0.9
2010000835,2010000835,VTS,1/1/2010 0:06,1/1/2010 0:06,1,0,0.92
2010000836,2010000836,CMT,1/1/2010 0:06,1/1/2010 0:23,1,16.82,1.8
2010000837,2010000837,VTS,1/1/2010 0:07,1/1/2010 0:25,3,18,7.23
2010000838,2010000838,VTS,1/1/2010 0:07,1/1/2010 0:41,5,34,18.55
2010000839,2010000839,VTS,1/1/2010 0:07,1/1/2010 0:19,1,12,1.77
2010000840,2010000840,VTS,1/1/2010 0:07,1/1/2010 0:26,1,19,2.29
2010000841,2010000841,VTS,1/1/2010 0:07,1/1/2010 0:14,5,7,2.36
2010000842,2010000842,VTS,1/1/2010 0:07,1/1/2010 0:26,3,19,2.76
2010000843,2010000843,VTS,1/1/2010 0:07,1/1/2010 0:26,5,19,4.51
2010000844,2010000844,VTS,1/1/2010 0:07,1/1/2010 0:33,2,26,9.29
2010000845,2010000845,VTS,1/1/2010 0:07,1/1/2010 0:40,1,33,5.49
2010000846,2010000846,VTS,1/1/2010 0:07,1/1/2010 0:21,1,14,1.68
2010000847,2010000847,VTS,1/1/2010 0:07,1/1/2010 0:25,1,18,4.49
2010000848,2010000848,VTS,1/1/2010 0:07,1/1/2010 0:24,1,17,4.82
2010000849,2010000849,VTS,1/1/2010 0:07,1/1/2010 0:18,1,11,2.09
2010000850,2010000850,VTS,1/1/2010 0:07,1/1/2010 0:25,1,18,4.14
2010000851,2010000851,VTS,1/1/2010 0:07,1/1/2010 0:11,6,4,0.68
2010000852,2010000852,CMT,1/1/2010 0:07,1/1/2010 0:16,3,9.85,2.2
2010000853,2010000853,VTS,1/1/2010 0:07,1/1/2010 0:38,1,31,13.23
2010000171,2010000171,VTS,1/1/2010 0:07,1/1/2010 0:24,1,17,1.71
2010000854,2010000854,VTS,1/1/2010 0:07,1/1/2010 0:33,5,26,5.94
2010000855,2010000855,VTS,1/1/2010 0:07,1/1/2010 0:30,1,23,5.04
2010000856,2010000856,VTS,1/1/2010 0:07,1/1/2010 0:28,5,21,5.41
2010000857,2010000857,VTS,1/1/2010 0:07,1/1/2010 0:27,5,20,6.86
2010000858,2010000858,VTS,1/1/2010 0:07,1/1/2010 0:26,1,19,5.56
2010000859,2010000859,VTS,1/1/2010 0:07,1/1/2010 0:25,5,18,1.3
2010000860,2010000860,VTS,1/1/2010 0:07,1/1/2010 0:23,1,16,4.58
2010000861,2010000861,VTS,1/1/2010 0:07,1/1/2010 0:27,5,20,3.39
2010000862,2010000862,VTS,1/1/2010 0:07,1/1/2010 0:19,1,12,3.15
2010000863,2010000863,VTS,1/1/2010 0:07,1/1/2010 0:27,1,20,7.96
2010000864,2010000864,VTS,1/1/2010 0:07,1/1/2010 0:26,2,19,8.76
2010000865,2010000865,CMT,1/1/2010 0:07,1/1/2010 0:22,2,15.8,1
2010000091,2010000091,VTS,1/1/2010 0:07,1/1/2010 0:26,2,19,5.41
2010000866,2010000866,CMT,1/1/2010 0:07,1/1/2010 0:13,1,6.92,0.7
2010000867,2010000867,VTS,1/1/2010 0:07,1/1/2010 0:31,1,24,3.52
2010000868,2010000868,CMT,1/1/2010 0:07,1/1/2010 0:15,1,8.27,2.3
2010000869,2010000869,VTS,1/1/2010 0:07,1/1/2010 0:29,1,22,6.38
2010000870,2010000870,VTS,1/1/2010 0:07,1/1/2010 0:29,1,22,1.25
2010000871,2010000871,VTS,1/1/2010 0:07,1/1/2010 0:32,1,25,6.84
2010000872,2010000872,VTS,1/1/2010 0:07,1/1/2010 0:21,3,14,0.24
2010000873,2010000873,VTS,1/1/2010 0:07,1/1/2010 0:27,2,20,9.65
2010000874,2010000874,VTS,1/1/2010 0:07,1/1/2010 0:25,1,18,2.74
2010000875,2010000875,VTS,1/1/2010 0:07,1/1/2010 0:29,2,22,5.2
2010000876,2010000876,VTS,1/1/2010 0:07,1/1/2010 0:33,1,26,10.35
2010000877,2010000877,VTS,1/1/2010 0:07,1/1/2010 0:36,5,29,2.68
2010000878,2010000878,VTS,1/1/2010 0:07,1/1/2010 0:27,2,20,2.51
2010000879,2010000879,VTS,1/1/2010 0:07,1/1/2010 0:25,1,18,6.12
2010000880,2010000880,VTS,1/1/2010 0:07,1/1/2010 0:27,1,20,5.07
2010000881,2010000881,VTS,1/1/2010 0:07,1/1/2010 0:36,3,29,6.26
2010000882,2010000882,VTS,1/1/2010 0:07,1/1/2010 0:30,2,23,6.85
2010000883,2010000883,VTS,1/1/2010 0:07,1/1/2010 0:48,1,41,15.66
2010000884,2010000884,CMT,1/1/2010 0:07,1/1/2010 0:20,1,13.7,2.3
2010000885,2010000885,VTS,1/1/2010 0:07,1/1/2010 0:21,1,14,0.62
2010000886,2010000886,VTS,1/1/2010 0:07,1/1/2010 0:33,1,26,1.26
2010000887,2010000887,VTS,1/1/2010 0:07,1/1/2010 0:27,2,20,3.5
2010000888,2010000888,CMT,1/1/2010 0:07,1/1/2010 0:13,1,6.9,1.3
2010000889,2010000889,CMT,1/1/2010 0:07,1/1/2010 0:19,2,12.4,2.1
2010000890,2010000890,CMT,1/1/2010 0:07,1/1/2010 0:19,1,12.48,3.2
2010000891,2010000891,CMT,1/1/2010 0:07,1/1/2010 0:13,2,6.07,2.9
2010000892,2010000892,CMT,1/1/2010 0:07,1/1/2010 0:15,1,8.12,1.9
2010000893,2010000893,DDS,1/1/2010 0:07,1/1/2010 0:18,1,11.8,5.7
2010000894,2010000894,DDS,1/1/2010 0:07,1/1/2010 0:11,1,4.6,0.5
2010000895,2010000895,CMT,1/1/2010 0:07,1/1/2010 0:08,2,1.93,0.1
2010000896,2010000896,CMT,1/1/2010 0:07,1/1/2010 0:27,1,20.68,5.7
2010000897,2010000897,VTS,1/1/2010 0:07,1/1/2010 0:07,1,0,1.56
2010000898,2010000898,VTS,1/1/2010 0:07,1/1/2010 0:07,1,0,0.2
2010000899,2010000899,CMT,1/1/2010 0:07,1/1/2010 0:13,1,6.57,1.3
2010000900,2010000900,CMT,1/1/2010 0:07,1/1/2010 0:12,1,5.2,1.1
2010000901,2010000901,DDS,1/1/2010 0:07,1/1/2010 0:25,1,18.54,4.1
2010000902,2010000902,CMT,1/1/2010 0:07,1/1/2010 0:19,1,12.48,2
2010000903,2010000903,CMT,1/1/2010 0:07,1/1/2010 0:18,1,11.85,2.1
2010000904,2010000904,CMT,1/1/2010 0:07,1/1/2010 0:12,1,5.45,1.3
2010000905,2010000905,CMT,1/1/2010 0:07,1/1/2010 0:32,1,24.88,1.8
2010000906,2010000906,CMT,1/1/2010 0:07,1/1/2010 0:13,1,6.33,1.8
2010000907,2010000907,CMT,1/1/2010 0:07,1/1/2010 0:24,2,17.28,2.9
2010000329,2010000329,DDS,1/1/2010 0:07,1/1/2010 0:15,3,8.71,2.1
2010000908,2010000908,CMT,1/1/2010 0:07,1/1/2010 0:17,1,10.5,2.3
2010000909,2010000909,VTS,1/1/2010 0:07,1/1/2010 0:07,2,0,0.47
2010000910,2010000910,CMT,1/1/2010 0:07,1/1/2010 0:29,2,22.37,6.7
2010000911,2010000911,CMT,1/1/2010 0:07,1/1/2010 0:11,1,4.1,1
2010000912,2010000912,CMT,1/1/2010 0:07,1/1/2010 0:18,2,11.17,3.5
2010000913,2010000913,CMT,1/1/2010 0:07,1/1/2010 0:09,3,1.83,0.2
2010000914,2010000914,CMT,1/1/2010 0:07,1/1/2010 0:16,1,9.63,1.6
2010000915,2010000915,DDS,1/1/2010 0:07,1/1/2010 0:13,1,5.8,1.1
2010000916,2010000916,CMT,1/1/2010 0:07,1/1/2010 0:31,1,24.27,4.6
2010000917,2010000917,CMT,1/1/2010 0:07,1/1/2010 0:14,1,7.15,1.5
2010000918,2010000918,CMT,1/1/2010 0:07,1/1/2010 0:16,1,9.75,2.8
2010000919,2010000919,CMT,1/1/2010 0:07,1/1/2010 0:25,2,18.77,13
2010000920,2010000920,CMT,1/1/2010 0:07,1/1/2010 0:09,2,2.45,0.4
2010000921,2010000921,CMT,1/1/2010 0:07,1/1/2010 0:12,1,5.72,0.7
2010000922,2010000922,CMT,1/1/2010 0:07,1/1/2010 0:10,2,3.65,0.4
2010000923,2010000923,CMT,1/1/2010 0:07,1/1/2010 0:26,2,18.85,3.9
2010000924,2010000924,DDS,1/1/2010 0:07,1/1/2010 0:11,1,4.33,1
2010000925,2010000925,CMT,1/1/2010 0:07,1/1/2010 0:11,1,4.37,1.2
2010000926,2010000926,CMT,1/1/2010 0:07,1/1/2010 0:28,1,21.62,11.8
2010000927,2010000927,CMT,1/1/2010 0:07,1/1/2010 0:19,2,11.73,2.7
2010000928,2010000928,CMT,1/1/2010 0:07,1/1/2010 0:21,1,13.73,2.9
2010000929,2010000929,CMT,1/1/2010 0:07,1/1/2010 0:13,1,6.2,2.3
2010000930,2010000930,CMT,1/1/2010 0:07,1/1/2010 0:10,1,3.07,0.7
2010000931,2010000931,CMT,1/1/2010 0:07,1/1/2010 0:11,1,3.85,0.7
2010000932,2010000932,CMT,1/1/2010 0:07,1/1/2010 0:16,1,9.68,2.2
2010000933,2010000933,CMT,1/1/2010 0:07,1/1/2010 0:20,2,13.4,2.2
2010000934,2010000934,CMT,1/1/2010 0:07,1/1/2010 0:28,1,20.73,5.8
2010000935,2010000935,CMT,1/1/2010 0:07,1/1/2010 0:19,1,11.85,4.1
2010000936,2010000936,DDS,1/1/2010 0:07,1/1/2010 0:17,3,10.06,2
2010000937,2010000937,CMT,1/1/2010 0:07,1/1/2010 0:21,4,14.42,1.8
2010000938,2010000938,CMT,1/1/2010 0:07,1/1/2010 0:22,1,15.3,5.6
2010000939,2010000939,CMT,1/1/2010 0:07,1/1/2010 0:30,2,22.78,7.1
2010000940,2010000940,CMT,1/1/2010 0:07,1/1/2010 0:14,1,6.67,1.3
2010000941,2010000941,CMT,1/1/2010 0:07,1/1/2010 0:23,1,16.63,2.6
2010000942,2010000942,CMT,1/1/2010 0:07,1/1/2010 0:14,3,7.57,1.6
2010000943,2010000943,VTS,1/1/2010 0:07,1/1/2010 0:07,1,0,1.49
2010000944,2010000944,CMT,1/1/2010 0:07,1/1/2010 0:23,1,16.05,3
2010000945,2010000945,CMT,1/1/2010 0:07,1/1/2010 0:09,1,2.12,0.2
2010000946,2010000946,CMT,1/1/2010 0:07,1/1/2010 0:17,1,10.07,2.3
2010000947,2010000947,CMT,1/1/2010 0:07,1/1/2010 0:20,1,13.25,5.5
2010000948,2010000948,VTS,1/1/2010 0:07,1/1/2010 0:07,1,0,0.67
2010000949,2010000949,CMT,1/1/2010 0:07,1/1/2010 0:25,1,18.42,5.5
2010000950,2010000950,CMT,1/1/2010 0:07,1/1/2010 0:08,1,0.68,0
2010000951,2010000951,CMT,1/1/2010 0:07,1/1/2010 0:10,1,3.08,0.8
2010000952,2010000952,CMT,1/1/2010 0:07,1/1/2010 0:33,1,25.88,14.2
2010000953,2010000953,CMT,1/1/2010 0:07,1/1/2010 0:22,3,14.93,2
2010000954,2010000954,CMT,1/1/2010 0:07,1/1/2010 0:22,2,14.73,3.1
2010000955,2010000955,CMT,1/1/2010 0:07,1/1/2010 0:18,2,11.28,2.7
2010000956,2010000956,CMT,1/1/2010 0:07,1/1/2010 0:26,2,19.05,2.2
2010000957,2010000957,VTS,1/1/2010 0:07,1/1/2010 0:07,1,0,0.51
2010000958,2010000958,CMT,1/1/2010 0:07,1/1/2010 0:23,1,16.57,2.2
2010000959,2010000959,CMT,1/1/2010 0:07,1/1/2010 0:24,1,17.03,7.5
2010000409,2010000409,VTS,1/1/2010 0:07,1/1/2010 0:07,1,0,0
2010000960,2010000960,CMT,1/1/2010 0:07,1/1/2010 0:13,2,6.28,0.6
2010000961,2010000961,CMT,1/1/2010 0:07,1/1/2010 0:26,1,19.1,2.4
2010000962,2010000962,CMT,1/1/2010 0:07,1/1/2010 0:17,2,10.07,2.2
2010000963,2010000963,CMT,1/1/2010 0:07,1/1/2010 0:13,1,6.02,1
2010000964,2010000964,CMT,1/1/2010 0:07,1/1/2010 0:30,2,22.72,5.8
2010000965,2010000965,CMT,1/1/2010 0:07,1/1/2010 0:20,1,13.1,2
2010000966,2010000966,CMT,1/1/2010 0:07,1/1/2010 0:29,2,22.32,6.6
2010000967,2010000967,CMT,1/1/2010 0:07,1/1/2010 0:52,2,45.35,15.5
2010000968,2010000968,CMT,1/1/2010 0:07,1/1/2010 0:11,2,4.18,0.9
2010000969,2010000969,CMT,1/1/2010 0:07,1/1/2010 0:32,2,25.27,10.5
2010000970,2010000970,CMT,1/1/2010 0:07,1/1/2010 0:12,1,4.73,1.9
2010000971,2010000971,CMT,1/1/2010 0:07,1/1/2010 0:08,1,0.75,0
2010000972,2010000972,CMT,1/1/2010 0:07,1/1/2010 0:23,1,15.88,1
2010000973,2010000973,DDS,1/1/2010 0:07,1/1/2010 0:38,1,31.35,5.2
2010000974,2010000974,CMT,1/1/2010 0:07,1/1/2010 0:15,1,8.22,3.4
2010000975,2010000975,CMT,1/1/2010 0:07,1/1/2010 0:13,1,5.97,1.3
2010000976,2010000976,CMT,1/1/2010 0:07,1/1/2010 0:17,1,9.92,0.9
2010000977,2010000977,CMT,1/1/2010 0:07,1/1/2010 0:32,1,24.93,9.5
2010000978,2010000978,CMT,1/1/2010 0:07,1/1/2010 0:30,2,22.68,14.2
2010000172,2010000172,CMT,1/1/2010 0:07,1/1/2010 0:13,1,5.88,1.4
2010000979,2010000979,CMT,1/1/2010 0:07,1/1/2010 0:26,4,19.35,5.8
2010000980,2010000980,CMT,1/1/2010 0:07,1/1/2010 0:10,1,3.45,0.7
2010000981,2010000981,VTS,1/1/2010 0:07,1/1/2010 0:07,1,0,0.14
2010000982,2010000982,CMT,1/1/2010 0:07,1/1/2010 0:26,3,18.57,5.6
2010000983,2010000983,DDS,1/1/2010 0:07,1/1/2010 0:38,2,30.69,7.2
2010000984,2010000984,CMT,1/1/2010 0:07,1/1/2010 0:12,1,4.9,0.9
2010000985,2010000985,CMT,1/1/2010 0:07,1/1/2010 0:36,1,28.97,6.5
2010000986,2010000986,CMT,1/1/2010 0:07,1/1/2010 1:00,3,52.68,5.1
2010000987,2010000987,CMT,1/1/2010 0:07,1/1/2010 0:09,1,2.23,0.4
2010000988,2010000988,DDS,1/1/2010 0:07,1/1/2010 0:11,1,3.53,0.7
2010000989,2010000989,CMT,1/1/2010 0:07,1/1/2010 0:24,3,17.37,3.1
2010000990,2010000990,CMT,1/1/2010 0:07,1/1/2010 0:25,1,17.93,6.1
2010000991,2010000991,CMT,1/1/2010 0:07,1/1/2010 0:23,2,15.67,0.8
2010000992,2010000992,CMT,1/1/2010 0:07,1/1/2010 0:11,2,3.67,0.6
2010000993,2010000993,CMT,1/1/2010 0:07,1/1/2010 0:29,1,22.1,8.7
2010000994,2010000994,CMT,1/1/2010 0:07,1/1/2010 0:25,1,17.63,3.6
2010000995,2010000995,CMT,1/1/2010 0:07,1/1/2010 0:38,2,30.38,10.8
2010000996,2010000996,DDS,1/1/2010 0:07,1/1/2010 0:21,1,14.03,6.2
2010000997,2010000997,CMT,1/1/2010 0:07,1/1/2010 0:09,2,1.48,0.4
2010000998,2010000998,CMT,1/1/2010 0:07,1/1/2010 0:26,2,18.43,5.2
2010000999,2010000999,DDS,1/1/2010 0:07,1/1/2010 0:13,1,6.15,0.5
2010001000,2010001000,CMT,1/1/2010 0:07,1/1/2010 0:16,1,8.55,1
2010001001,2010001001,CMT,1/1/2010 0:07,1/1/2010 0:15,2,7.62,1.8
2010001002,2010001002,CMT,1/1/2010 0:07,1/1/2010 0:14,1,6.87,0
2010001003,2010001003,CMT,1/1/2010 0:07,1/1/2010 0:09,1,2.23,0.5
2010001004,2010001004,CMT,1/1/2010 0:07,1/1/2010 0:20,3,13.12,4.5
2010001005,2010001005,CMT,1/1/2010 0:07,1/1/2010 0:41,1,33.52,3.4
2010001006,2010001006,CMT,1/1/2010 0:07,1/1/2010 0:16,2,9.22,3.3
2010001007,2010001007,CMT,1/1/2010 0:07,1/1/2010 0:22,1,15,2.3
2010001008,2010001008,CMT,1/1/2010 0:07,1/1/2010 0:26,1,18.63,4
2010001009,2010001009,CMT,1/1/2010 0:07,1/1/2010 0:21,2,13.87,2.2
2010001010,2010001010,CMT,1/1/2010 0:07,1/1/2010 0:16,1,8.77,1.5
2010001011,2010001011,CMT,1/1/2010 0:07,1/1/2010 0:19,1,11.57,3.5
2010001012,2010001012,CMT,1/1/2010 0:07,1/1/2010 0:34,2,27.25,8.3
2010001013,2010001013,CMT,1/1/2010 0:07,1/1/2010 0:28,3,20.48,2.9
2010001014,2010001014,CMT,1/1/2010 0:07,1/1/2010 0:24,1,16.75,6.8
2010001015,2010001015,CMT,1/1/2010 0:07,1/1/2010 0:24,1,16.7,5.1
2010000343,2010000343,CMT,1/1/2010 0:07,1/1/2010 0:30,1,22.68,4.9
2010001016,2010001016,CMT,1/1/2010 0:07,1/1/2010 0:18,2,10.97,1.4
2010001017,2010001017,CMT,1/1/2010 0:07,1/1/2010 0:13,1,5.75,1.3
2010000051,2010000051,CMT,1/1/2010 0:07,1/1/2010 0:15,1,8.18,2.2
2010001018,2010001018,CMT,1/1/2010 0:07,1/1/2010 0:50,1,43.15,14.3
2010001019,2010001019,VTS,1/1/2010 0:07,1/1/2010 0:07,2,0,0.45
2010001020,2010001020,CMT,1/1/2010 0:07,1/1/2010 0:21,1,13.8,2.2
2010001021,2010001021,VTS,1/1/2010 0:07,1/1/2010 0:07,1,0,0.5
2010001022,2010001022,CMT,1/1/2010 0:07,1/1/2010 0:35,4,27.7,4.3
2010001023,2010001023,CMT,1/1/2010 0:07,1/1/2010 0:20,1,13.05,3.4
2010001024,2010001024,CMT,1/1/2010 0:07,1/1/2010 0:42,2,34.92,12
2010001025,2010001025,CMT,1/1/2010 0:07,1/1/2010 0:22,1,14.92,1.9
2010001026,2010001026,CMT,1/1/2010 0:07,1/1/2010 0:40,3,32.85,4.9
2010001027,2010001027,VTS,1/1/2010 0:07,1/1/2010 0:07,5,0,1.03
2010001028,2010001028,CMT,1/1/2010 0:07,1/1/2010 0:31,1,23.58,8
2010001029,2010001029,CMT,1/1/2010 0:07,1/1/2010 0:21,1,13.25,10.3
2010001030,2010001030,CMT,1/1/2010 0:07,1/1/2010 0:34,1,26.75,6.1
2010001031,2010001031,VTS,1/1/2010 0:07,1/1/2010 0:07,2,0,0.69
2010001032,2010001032,CMT,1/1/2010 0:07,1/1/2010 0:30,3,22.83,9.7
2010001033,2010001033,VTS,1/1/2010 0:07,1/1/2010 0:07,5,0,0.44
2010001034,2010001034,CMT,1/1/2010 0:07,1/1/2010 0:22,1,14.43,2.4
2010001035,2010001035,CMT,1/1/2010 0:07,1/1/2010 0:16,1,8.88,1.8
2010001036,2010001036,CMT,1/1/2010 0:07,1/1/2010 0:19,1,11.28,2.2
2010001037,2010001037,DDS,1/1/2010 0:07,1/1/2010 0:13,1,5.46,1.4
2010001038,2010001038,CMT,1/1/2010 0:07,1/1/2010 0:25,1,17.33,3.2
2010001039,2010001039,CMT,1/1/2010 0:07,1/1/2010 0:28,1,20.95,6.6
2010001040,2010001040,CMT,1/1/2010 0:07,1/1/2010 0:25,1,17.6,9.4
2010001041,2010001041,CMT,1/1/2010 0:07,1/1/2010 0:22,4,14.32,1.6
2010001042,2010001042,CMT,1/1/2010 0:07,1/1/2010 0:45,1,37.92,6.6
2010001043,2010001043,CMT,1/1/2010 0:07,1/1/2010 0:10,1,2.28,1
2010001044,2010001044,CMT,1/1/2010 0:07,1/1/2010 0:10,1,2.38,0.3
2010001045,2010001045,CMT,1/1/2010 0:07,1/1/2010 0:15,2,7.47,0.7
2010001046,2010001046,CMT,1/1/2010 0:07,1/1/2010 0:20,2,12.82,1.4
2010001047,2010001047,CMT,1/1/2010 0:07,1/1/2010 0:24,1,16.78,9.5
2010001048,2010001048,CMT,1/1/2010 0:07,1/1/2010 0:24,1,16.75,3.1
2010001049,2010001049,DDS,1/1/2010 0:07,1/1/2010 0:18,1,10.85,1.8
2010001050,2010001050,CMT,1/1/2010 0:07,1/1/2010 0:28,2,20.72,5.8
2010000046,2010000046,CMT,1/1/2010 0:07,1/1/2010 0:13,1,5.48,1.1
2010000062,2010000062,CMT,1/1/2010 0:07,1/1/2010 0:29,1,21.72,4.1
2010001051,2010001051,DDS,1/1/2010 0:07,1/1/2010 0:17,1,9.11,1.4
2010001052,2010001052,CMT,1/1/2010 0:07,1/1/2010 0:21,2,13.72,2.9
2010001053,2010001053,CMT,1/1/2010 0:07,1/1/2010 0:15,1,7.9,2.2
2010001054,2010001054,CMT,1/1/2010 0:07,1/1/2010 0:26,4,18.5,1.5
2010001055,2010001055,CMT,1/1/2010 0:07,1/1/2010 0:15,1,7.75,1.1
2010001056,2010001056,VTS,1/1/2010 0:07,1/1/2010 0:07,2,0,1.48
2010001057,2010001057,VTS,1/1/2010 0:07,1/1/2010 0:07,2,0,1.13
2010001058,2010001058,CMT,1/1/2010 0:07,1/1/2010 0:12,1,4.97,0.3
2010001059,2010001059,CMT,1/1/2010 0:07,1/1/2010 0:18,2,10.27,3
2010001060,2010001060,CMT,1/1/2010 0:07,1/1/2010 0:16,2,8.47,1.1
