medallion,hack_license,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance
2010001488,2010001488,CMT,1/1/2010 0:09,1/1/2010 0:13,1,4.08,1.2
2010001489,2010001489,CMT,1/1/2010 0:09,1/1/2010 0:19,1,10.27,2.4
2010001490,2010001490,CMT,1/1/2010 0:09,1/1/2010 0:14,2,4.73,1.2
2010000454,2010000454,CMT,1/1/2010 0:09,1/1/2010 0:17,1,8.25,0.6
2010000278,2010000278,CMT,1/1/2010 0:09,1/1/2010 0:14,1,5.02,1.3
2010001491,2010001491,DDS,1/1/2010 0:09,1/1/2010 0:17,1,8,1.1
2010001492,2010001492,VTS,1/1/2010 0:09,1/1/2010 0:09,1,0,1.03
2010001493,2010001493,CMT,1/1/2010 0:09,1/1/2010 0:12,2,3.12,0.6
2010001494,2010001494,DDS,1/1/2010 0:09,1/1/2010 0:27,2,17.38,1.4
2010001495,2010001495,CMT,1/1/2010 0:09,1/1/2010 0:15,1,5.77,1.2
2010001496,2010001496,CMT,1/1/2010 0:09,1/1/2010 0:36,1,26.92,6.3
2010001497,2010001497,CMT,1/1/2010 0:09,1/1/2010 0:17,1,7.83,2.4
2010001498,2010001498,VTS,1/1/2010 0:09,1/1/2010 0:09,5,0,0.75
2010001499,2010001499,DDS,1/1/2010 0:09,1/1/2010 0:21,2,11.68,1.6
2010001500,2010001500,CMT,1/1/2010 0:09,1/1/2010 0:12,2,2.38,0.4
2010001501,2010001501,VTS,1/1/2010 0:09,1/1/2010 0:09,1,0,0
2010001502,2010001502,CMT,1/1/2010 0:09,1/1/2010 0:22,2,12.87,2.2
2010001503,2010001503,CMT,1/1/2010 0:09,1/1/2010 0:18,1,8.68,2
2010001504,2010001504,VTS,1/1/2010 0:09,1/1/2010 0:09,2,0,1.96
2010001505,2010001505,CMT,1/1/2010 0:09,1/1/2010 0:13,1,3.38,0.4
2010001506,2010001506,CMT,1/1/2010 0:09,1/1/2010 0:12,1,2.52,0.5
2010001507,2010001507,CMT,1/1/2010 0:09,1/1/2010 0:11,1,1.98,0.3
2010001508,2010001508,CMT,1/1/2010 0:09,1/1/2010 0:53,2,43.47,8.9
2010001509,2010001509,CMT,1/1/2010 0:09,1/1/2010 0:15,3,5.52,0.9
2010001510,2010001510,CMT,1/1/2010 0:09,1/1/2010 0:13,1,3.43,0.3
2010001511,2010001511,CMT,1/1/2010 0:09,1/1/2010 0:30,4,20.98,8.4
2010001512,2010001512,CMT,1/1/2010 0:09,1/1/2010 0:16,1,7.22,1.3
2010001513,2010001513,CMT,1/1/2010 0:09,1/1/2010 0:12,2,2.45,0.5
2010001514,2010001514,DDS,1/1/2010 0:09,1/1/2010 0:30,1,21.1,3.7
2010001515,2010001515,DDS,1/1/2010 0:09,1/1/2010 0:29,2,19.81,2.6
2010001516,2010001516,CMT,1/1/2010 0:09,1/1/2010 0:20,4,10.73,2.3
2010001517,2010001517,DDS,1/1/2010 0:09,1/1/2010 0:37,1,27.51,4.7
2010001518,2010001518,CMT,1/1/2010 0:09,1/1/2010 0:20,4,10.77,2
2010001519,2010001519,CMT,1/1/2010 0:09,1/1/2010 0:19,1,9.57,2.2
2010001520,2010001520,CMT,1/1/2010 0:09,1/1/2010 0:26,2,17.03,5.1
2010001521,2010001521,DDS,1/1/2010 0:09,1/1/2010 0:23,2,13.6,2.3
2010001522,2010001522,VTS,1/1/2010 0:09,1/1/2010 0:09,1,0,0
2010001523,2010001523,DDS,1/1/2010 0:09,1/1/2010 0:23,3,13.66,2.9
2010001524,2010001524,CMT,1/1/2010 0:09,1/1/2010 0:24,1,15,1.8
2010001525,2010001525,CMT,1/1/2010 0:09,1/1/2010 0:15,2,5.47,0.9
2010001526,2010001526,VTS,1/1/2010 0:09,1/1/2010 0:09,1,0,0.96
2010001527,2010001527,CMT,1/1/2010 0:09,1/1/2010 0:19,1,9.9,1.5
2010001528,2010001528,VTS,1/1/2010 0:09,1/1/2010 0:09,1,0,0.66
2010001529,2010001529,CMT,1/1/2010 0:09,1/1/2010 0:25,2,16.18,2
2010001530,2010001530,CMT,1/1/2010 0:09,1/1/2010 0:14,1,4.83,1.1
2010001531,2010001531,VTS,1/1/2010 0:09,1/1/2010 0:09,5,0,1.88
2010001532,2010001532,VTS,1/1/2010 0:09,1/1/2010 0:09,5,0,0.59
2010001533,2010001533,CMT,1/1/2010 0:09,1/1/2010 0:38,1,28.62,11.7
2010001534,2010001534,CMT,1/1/2010 0:09,1/1/2010 0:10,2,1.05,0.3
2010001535,2010001535,CMT,1/1/2010 0:09,1/1/2010 0:45,2,35.25,2.9
2010001536,2010001536,VTS,1/1/2010 0:09,1/1/2010 0:09,1,0,0.78
2010001537,2010001537,CMT,1/1/2010 0:09,1/1/2010 0:28,2,18.32,3.2
2010001538,2010001538,CMT,1/1/2010 0:09,1/1/2010 0:32,1,22.17,5.5
2010001539,2010001539,DDS,1/1/2010 0:09,1/1/2010 0:18,4,9.11,0.6
2010001540,2010001540,CMT,1/1/2010 0:09,1/1/2010 0:20,2,10.22,1.6
2010001541,2010001541,VTS,1/1/2010 0:09,1/1/2010 0:09,2,0,0.89
2010001542,2010001542,CMT,1/1/2010 0:09,1/1/2010 0:18,1,8.32,1.6
2010001543,2010001543,CMT,1/1/2010 0:09,1/1/2010 0:15,1,5.37,1.1
2010001544,2010001544,CMT,1/1/2010 0:09,1/1/2010 0:24,1,14.2,2.9
2010001545,2010001545,CMT,1/1/2010 0:09,1/1/2010 0:25,1,16.02,5.1
2010001546,2010001546,CMT,1/1/2010 0:09,1/1/2010 0:19,1,9.47,1.6
2010001547,2010001547,VTS,1/1/2010 0:09,1/1/2010 0:09,5,0,2.64
2010001548,2010001548,CMT,1/1/2010 0:09,1/1/2010 0:21,2,11.87,1.9
2010001549,2010001549,CMT,1/1/2010 0:09,1/1/2010 0:26,1,16.68,5.1
2010001550,2010001550,CMT,1/1/2010 0:09,1/1/2010 0:49,1,39.25,9.7
2010001551,2010001551,CMT,1/1/2010 0:09,1/1/2010 0:12,2,2.83,0.7
2010001552,2010001552,CMT,1/1/2010 0:09,1/1/2010 0:13,1,3.9,1
2010001553,2010001553,VTS,1/1/2010 0:09,1/1/2010 0:09,6,0,1.56
2010001554,2010001554,CMT,1/1/2010 0:09,1/1/2010 0:15,1,5.4,1.1
2010001555,2010001555,CMT,1/1/2010 0:09,1/1/2010 0:20,2,10.45,2
2010001556,2010001556,CMT,1/1/2010 0:09,1/1/2010 0:16,1,6.27,0.9
2010001557,2010001557,CMT,1/1/2010 0:09,1/1/2010 0:26,3,16.07,2
2010001558,2010001558,DDS,1/1/2010 0:09,1/1/2010 0:17,1,7.08,0.5
2010000950,2010000950,CMT,1/1/2010 0:09,1/1/2010 0:17,3,7.9,2.2
2010001559,2010001559,VTS,1/1/2010 0:09,1/1/2010 0:09,1,0,0.67
2010001560,2010001560,CMT,1/1/2010 0:09,1/1/2010 0:16,1,6.93,0.9
2010001561,2010001561,CMT,1/1/2010 0:09,1/1/2010 0:12,1,2.92,1.5
2010001562,2010001562,VTS,1/1/2010 0:09,1/1/2010 0:09,5,0,1.79
2010001563,2010001563,CMT,1/1/2010 0:09,1/1/2010 0:16,2,6.13,1.1
2010001564,2010001564,DDS,1/1/2010 0:09,1/1/2010 0:22,1,12.21,2
2010000140,2010000140,CMT,1/1/2010 0:09,1/1/2010 0:14,4,4.73,0.8
2010001565,2010001565,CMT,1/1/2010 0:09,1/1/2010 0:18,1,8.42,1.7
2010001566,2010001566,VTS,1/1/2010 0:10,1/1/2010 0:37,1,27,12.4
2010001567,2010001567,VTS,1/1/2010 0:10,1/1/2010 0:26,2,16,2.6
2010001568,2010001568,VTS,1/1/2010 0:10,1/1/2010 0:28,5,18,1.74
2010001569,2010001569,VTS,1/1/2010 0:10,1/1/2010 0:24,3,14,0.59
2010001570,2010001570,VTS,1/1/2010 0:10,1/1/2010 0:27,1,17,5.3
2010001571,2010001571,VTS,1/1/2010 0:10,1/1/2010 0:24,1,14,3.23
2010001572,2010001572,VTS,1/1/2010 0:10,1/1/2010 0:27,2,17,5.3
2010001573,2010001573,VTS,1/1/2010 0:10,1/1/2010 0:32,1,22,15.98
2010001574,2010001574,VTS,1/1/2010 0:10,1/1/2010 0:20,1,10,0.99
2010001575,2010001575,VTS,1/1/2010 0:10,1/1/2010 0:26,1,16,4.59
2010001576,2010001576,VTS,1/1/2010 0:10,1/1/2010 0:43,2,33,13.9
2010001577,2010001577,VTS,1/1/2010 0:10,1/1/2010 0:23,4,13,1.66
2010001578,2010001578,VTS,1/1/2010 0:10,1/1/2010 0:43,3,33,6.99
2010001579,2010001579,VTS,1/1/2010 0:10,1/1/2010 0:35,2,25,5.18
2010001580,2010001580,VTS,1/1/2010 0:10,1/1/2010 0:36,1,26,17.99
2010001581,2010001581,VTS,1/1/2010 0:10,1/1/2010 0:33,1,23,6.15
2010001582,2010001582,VTS,1/1/2010 0:10,1/1/2010 0:35,1,25,6.26
2010001583,2010001583,VTS,1/1/2010 0:10,1/1/2010 0:34,5,24,3.77
2010001584,2010001584,VTS,1/1/2010 0:10,1/1/2010 0:30,1,20,3.85
2010001585,2010001585,VTS,1/1/2010 0:10,1/1/2010 0:34,1,24,4.94
2010001586,2010001586,VTS,1/1/2010 0:10,1/1/2010 0:10,5,0,0.99
2010001587,2010001587,VTS,1/1/2010 0:10,1/1/2010 0:33,2,23,3.78
2010001588,2010001588,VTS,1/1/2010 0:10,1/1/2010 0:36,2,26,7.37
2010001433,2010001433,VTS,1/1/2010 0:10,1/1/2010 0:32,3,22,8.2
2010001589,2010001589,VTS,1/1/2010 0:10,1/1/2010 0:15,2,5,1.08
2010001590,2010001590,VTS,1/1/2010 0:10,1/1/2010 0:33,1,23,1.9
2010001591,2010001591,VTS,1/1/2010 0:10,1/1/2010 0:32,1,22,3.79
2010001592,2010001592,VTS,1/1/2010 0:10,1/1/2010 0:26,2,16,3.71
2010001593,2010001593,VTS,1/1/2010 0:10,1/1/2010 0:33,1,23,2.32
2010001553,2010001553,VTS,1/1/2010 0:10,1/1/2010 0:34,6,24,4.85
2010001594,2010001594,VTS,1/1/2010 0:10,1/1/2010 0:27,5,17,4.26
2010001595,2010001595,VTS,1/1/2010 0:10,1/1/2010 0:31,1,21,4.16
2010001596,2010001596,VTS,1/1/2010 0:10,1/1/2010 0:26,2,16,10.19
2010001597,2010001597,VTS,1/1/2010 0:10,1/1/2010 0:32,1,22,6.53
2010001598,2010001598,VTS,1/1/2010 0:10,1/1/2010 0:31,5,21,4.82
2010001102,2010001102,VTS,1/1/2010 0:10,1/1/2010 0:27,1,17,3.58
2010001599,2010001599,VTS,1/1/2010 0:10,1/1/2010 0:42,2,32,5.15
2010001600,2010001600,VTS,1/1/2010 0:10,1/1/2010 0:25,1,15,0.03
2010001601,2010001601,VTS,1/1/2010 0:10,1/1/2010 0:30,3,20,2.83
2010001602,2010001602,VTS,1/1/2010 0:10,1/1/2010 0:26,5,16,2.98
2010001603,2010001603,VTS,1/1/2010 0:10,1/1/2010 0:34,1,24,4.38
2010001604,2010001604,VTS,1/1/2010 0:10,1/1/2010 0:30,2,20,5.37
2010001605,2010001605,VTS,1/1/2010 0:10,1/1/2010 0:57,2,47,12.76
2010001606,2010001606,VTS,1/1/2010 0:10,1/1/2010 0:27,1,17,3.65
2010001607,2010001607,VTS,1/1/2010 0:10,1/1/2010 0:35,1,25,4.98
2010001608,2010001608,VTS,1/1/2010 0:10,1/1/2010 0:54,5,44,9.63
2010001609,2010001609,VTS,1/1/2010 0:10,1/1/2010 0:43,2,33,3.18
2010001610,2010001610,VTS,1/1/2010 0:10,1/1/2010 0:35,3,25,1.39
2010001151,2010001151,VTS,1/1/2010 0:10,1/1/2010 0:29,1,19,4.48
2010001611,2010001611,VTS,1/1/2010 0:10,1/1/2010 0:28,5,18,6.6
2010001612,2010001612,VTS,1/1/2010 0:10,1/1/2010 0:35,1,25,1.96
2010001613,2010001613,VTS,1/1/2010 0:10,1/1/2010 0:26,2,16,5.25
2010001614,2010001614,VTS,1/1/2010 0:10,1/1/2010 0:38,1,28,4.07
2010001615,2010001615,VTS,1/1/2010 0:10,1/1/2010 0:28,3,18,5.38
2010001616,2010001616,VTS,1/1/2010 0:10,1/1/2010 0:35,2,25,2.66
2010001617,2010001617,VTS,1/1/2010 0:10,1/1/2010 0:25,4,15,1.35
2010001618,2010001618,VTS,1/1/2010 0:10,1/1/2010 0:27,1,17,5.55
2010001619,2010001619,VTS,1/1/2010 0:10,1/1/2010 0:27,2,17,4.83
2010001620,2010001620,VTS,1/1/2010 0:10,1/1/2010 0:33,2,23,3.97
2010001621,2010001621,VTS,1/1/2010 0:10,1/1/2010 0:29,4,19,0.01
2010001622,2010001622,VTS,1/1/2010 0:10,1/1/2010 0:26,1,16,10.42
2010001623,2010001623,VTS,1/1/2010 0:10,1/1/2010 0:27,5,17,3.58
2010001624,2010001624,VTS,1/1/2010 0:10,1/1/2010 0:38,1,28,2.86
2010001625,2010001625,VTS,1/1/2010 0:10,1/1/2010 0:31,5,21,3.82
2010001626,2010001626,VTS,1/1/2010 0:10,1/1/2010 0:38,2,28,15.56
2010001627,2010001627,VTS,1/1/2010 0:10,1/1/2010 0:13,2,3,0.78
2010001628,2010001628,VTS,1/1/2010 0:10,1/1/2010 0:25,1,15,5.48
2010001629,2010001629,VTS,1/1/2010 0:10,1/1/2010 0:29,2,19,5.05
2010001630,2010001630,VTS,1/1/2010 0:10,1/1/2010 0:28,5,18,4.8
2010001631,2010001631,CMT,1/1/2010 0:10,1/1/2010 0:18,2,8.3,2.4
2010001632,2010001632,CMT,1/1/2010 0:10,1/1/2010 0:10,1,0.45,0.9
2010001633,2010001633,CMT,1/1/2010 0:10,1/1/2010 0:13,1,3.47,0.5
2010001634,2010001634,DDS,1/1/2010 0:10,1/1/2010 0:21,1,11.86,1.3
2010001635,2010001635,CMT,1/1/2010 0:10,1/1/2010 0:26,1,16.83,2.7
2010001636,2010001636,CMT,1/1/2010 0:10,1/1/2010 0:21,2,10.97,1.7
2010001637,2010001637,CMT,1/1/2010 0:10,1/1/2010 0:22,1,12.33,1.4
2010001638,2010001638,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,1.42
2010001639,2010001639,CMT,1/1/2010 0:10,1/1/2010 0:20,1,10.15,1.8
2010001640,2010001640,CMT,1/1/2010 0:10,1/1/2010 0:18,2,8.05,1.2
2010001641,2010001641,CMT,1/1/2010 0:10,1/1/2010 0:21,1,11.85,2.9
2010001642,2010001642,CMT,1/1/2010 0:10,1/1/2010 0:20,1,10.9,2
2010001643,2010001643,CMT,1/1/2010 0:10,1/1/2010 0:26,3,16.85,2.8
2010001644,2010001644,CMT,1/1/2010 0:10,1/1/2010 0:24,4,14.5,1.9
2010001645,2010001645,CMT,1/1/2010 0:10,1/1/2010 0:13,1,3.38,0.3
2010001646,2010001646,CMT,1/1/2010 0:10,1/1/2010 0:20,1,10.62,5.3
2010001647,2010001647,CMT,1/1/2010 0:10,1/1/2010 0:15,1,5,1.7
2010001648,2010001648,CMT,1/1/2010 0:10,1/1/2010 0:44,1,34.17,4.8
2010001649,2010001649,CMT,1/1/2010 0:10,1/1/2010 0:28,1,18.2,5.2
2010001650,2010001650,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,1.23
2010001651,2010001651,DDS,1/1/2010 0:10,1/1/2010 0:18,2,8.08,1.7
2010001652,2010001652,CMT,1/1/2010 0:10,1/1/2010 0:12,1,2.08,0.7
2010001653,2010001653,CMT,1/1/2010 0:10,1/1/2010 0:21,2,11.62,1
2010001654,2010001654,CMT,1/1/2010 0:10,1/1/2010 0:18,2,8.8,1.7
2010001655,2010001655,CMT,1/1/2010 0:10,1/1/2010 0:34,4,24.35,2.2
2010001656,2010001656,CMT,1/1/2010 0:10,1/1/2010 0:18,1,8.18,0
2010001657,2010001657,CMT,1/1/2010 0:10,1/1/2010 0:13,2,3.23,1
2010001658,2010001658,CMT,1/1/2010 0:10,1/1/2010 0:34,2,24.25,8.4
2010001659,2010001659,VTS,1/1/2010 0:10,1/1/2010 0:10,5,0,0.19
2010001660,2010001660,CMT,1/1/2010 0:10,1/1/2010 0:16,1,6.58,2
2010001661,2010001661,CMT,1/1/2010 0:10,1/1/2010 0:39,1,29.32,10.6
2010001662,2010001662,VTS,1/1/2010 0:10,1/1/2010 0:10,5,0,0.85
2010001663,2010001663,CMT,1/1/2010 0:10,1/1/2010 0:30,2,20.37,1.4
2010001664,2010001664,CMT,1/1/2010 0:10,1/1/2010 0:16,1,6.75,0.7
2010001665,2010001665,CMT,1/1/2010 0:10,1/1/2010 0:23,2,13.63,3.9
2010001666,2010001666,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,2.8
2010001667,2010001667,DDS,1/1/2010 0:10,1/1/2010 0:14,2,4.65,0.9
2010001668,2010001668,CMT,1/1/2010 0:10,1/1/2010 0:23,1,13.3,0.8
2010001669,2010001669,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,0.71
2010001670,2010001670,VTS,1/1/2010 0:10,1/1/2010 0:10,2,0,0.36
2010001671,2010001671,CMT,1/1/2010 0:10,1/1/2010 0:29,4,19.65,4
2010001672,2010001672,CMT,1/1/2010 0:10,1/1/2010 0:32,1,22.27,4.3
2010001673,2010001673,DDS,1/1/2010 0:10,1/1/2010 0:18,2,8.36,1.7
2010000646,2010000646,CMT,1/1/2010 0:10,1/1/2010 0:13,1,3.52,1
2010001674,2010001674,CMT,1/1/2010 0:10,1/1/2010 0:18,2,8.13,1.9
2010001675,2010001675,CMT,1/1/2010 0:10,1/1/2010 0:15,1,5.28,0.8
2010001676,2010001676,CMT,1/1/2010 0:10,1/1/2010 0:40,1,30.6,6.4
2010001677,2010001677,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,3.33
2010001678,2010001678,VTS,1/1/2010 0:10,1/1/2010 0:10,3,0,2.05
2010001679,2010001679,CMT,1/1/2010 0:10,1/1/2010 0:25,1,15.72,4.9
2010001680,2010001680,CMT,1/1/2010 0:10,1/1/2010 0:16,1,6.03,0.5
2010001681,2010001681,DDS,1/1/2010 0:10,1/1/2010 0:38,1,28.5,2.7
2010001150,2010001150,CMT,1/1/2010 0:10,1/1/2010 0:21,1,11.72,2.5
2010001682,2010001682,CMT,1/1/2010 0:10,1/1/2010 0:16,1,6.72,1
2010001683,2010001683,CMT,1/1/2010 0:10,1/1/2010 0:11,1,1.33,0
2010001684,2010001684,CMT,1/1/2010 0:10,1/1/2010 0:27,1,17.17,4.3
2010001685,2010001685,CMT,1/1/2010 0:10,1/1/2010 0:15,1,4.78,1
2010001686,2010001686,CMT,1/1/2010 0:10,1/1/2010 0:14,1,3.83,0.9
2010001687,2010001687,CMT,1/1/2010 0:10,1/1/2010 0:31,3,20.95,6.8
2010001688,2010001688,CMT,1/1/2010 0:10,1/1/2010 0:19,1,9.68,1.5
2010001689,2010001689,VTS,1/1/2010 0:10,1/1/2010 0:10,5,0,1.62
2010001371,2010001371,VTS,1/1/2010 0:10,1/1/2010 0:10,5,0,1.21
2010001690,2010001690,CMT,1/1/2010 0:10,1/1/2010 0:13,1,2.87,0.5
2010001691,2010001691,CMT,1/1/2010 0:10,1/1/2010 0:33,1,23.2,5.2
2010001692,2010001692,VTS,1/1/2010 0:10,1/1/2010 0:10,3,0,1.54
2010001693,2010001693,CMT,1/1/2010 0:10,1/1/2010 0:16,2,6.18,1.2
2010000164,2010000164,CMT,1/1/2010 0:10,1/1/2010 0:22,1,12.43,2.6
2010001694,2010001694,CMT,1/1/2010 0:10,1/1/2010 0:29,1,18.95,5.7
2010001695,2010001695,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,0.77
2010001696,2010001696,DDS,1/1/2010 0:10,1/1/2010 0:35,1,25.36,3.7
2010001697,2010001697,CMT,1/1/2010 0:10,1/1/2010 0:24,1,14.4,3.8
2010001698,2010001698,CMT,1/1/2010 0:10,1/1/2010 0:25,1,15.4,3.5
2010001699,2010001699,CMT,1/1/2010 0:10,1/1/2010 0:28,2,18,2.3
2010001700,2010001700,CMT,1/1/2010 0:10,1/1/2010 0:24,1,13.9,3.1
2010001701,2010001701,CMT,1/1/2010 0:10,1/1/2010 0:15,1,4.78,1.2
2010001702,2010001702,CMT,1/1/2010 0:10,1/1/2010 0:21,3,10.7,5.6
2010001703,2010001703,VTS,1/1/2010 0:10,1/1/2010 0:10,5,0,0.9
2010000178,2010000178,CMT,1/1/2010 0:10,1/1/2010 0:16,1,6.2,1.5
2010000659,2010000659,DDS,1/1/2010 0:10,1/1/2010 0:17,1,6.8,0.9
2010001704,2010001704,CMT,1/1/2010 0:10,1/1/2010 0:14,1,4.28,0.9
2010001705,2010001705,DDS,1/1/2010 0:10,1/1/2010 0:28,2,18.56,5.1
2010001706,2010001706,CMT,1/1/2010 0:10,1/1/2010 0:38,4,28.38,2.1
2010001707,2010001707,CMT,1/1/2010 0:10,1/1/2010 0:14,3,4.53,0.8
2010001708,2010001708,CMT,1/1/2010 0:10,1/1/2010 0:17,1,6.67,1.7
2010001709,2010001709,CMT,1/1/2010 0:10,1/1/2010 0:14,1,3.8,1.1
2010001710,2010001710,CMT,1/1/2010 0:10,1/1/2010 0:36,3,26.3,1.7
2010001711,2010001711,DDS,1/1/2010 0:10,1/1/2010 0:22,2,12.46,2.7
2010001712,2010001712,CMT,1/1/2010 0:10,1/1/2010 0:27,1,16.93,5.2
2010001713,2010001713,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,0.15
2010001714,2010001714,CMT,1/1/2010 0:10,1/1/2010 0:19,1,8.82,1.9
2010001715,2010001715,CMT,1/1/2010 0:10,1/1/2010 0:23,1,13.45,3.6
2010001716,2010001716,CMT,1/1/2010 0:10,1/1/2010 0:16,3,5.73,1.3
2010001717,2010001717,VTS,1/1/2010 0:10,1/1/2010 0:10,2,0,0.98
2010000348,2010000348,CMT,1/1/2010 0:10,1/1/2010 0:16,1,5.82,1
2010001718,2010001718,CMT,1/1/2010 0:10,1/1/2010 0:14,3,4.2,0.8
2010001719,2010001719,CMT,1/1/2010 0:10,1/1/2010 0:22,1,12.5,1.9
2010001720,2010001720,CMT,1/1/2010 0:10,1/1/2010 0:16,1,6.07,1.4
2010001721,2010001721,CMT,1/1/2010 0:10,1/1/2010 0:20,2,10.17,1.2
2010001722,2010001722,VTS,1/1/2010 0:10,1/1/2010 0:10,2,0,1.51
2010001723,2010001723,CMT,1/1/2010 0:10,1/1/2010 0:15,1,5.13,0
2010001724,2010001724,CMT,1/1/2010 0:10,1/1/2010 0:18,1,8.52,1.6
2010001725,2010001725,CMT,1/1/2010 0:10,1/1/2010 0:18,2,8.42,1.4
2010001726,2010001726,CMT,1/1/2010 0:10,1/1/2010 0:26,2,16.07,2.3
2010001727,2010001727,CMT,1/1/2010 0:10,1/1/2010 0:35,1,25.07,3.2
2010001728,2010001728,CMT,1/1/2010 0:10,1/1/2010 0:17,1,6.7,0.9
2010001729,2010001729,CMT,1/1/2010 0:10,1/1/2010 0:14,2,4.38,0.5
2010001730,2010001730,CMT,1/1/2010 0:10,1/1/2010 0:19,1,9.33,3
2010001731,2010001731,CMT,1/1/2010 0:10,1/1/2010 0:18,4,8.33,0.6
2010001732,2010001732,CMT,1/1/2010 0:10,1/1/2010 0:14,1,3.83,0.2
2010001733,2010001733,CMT,1/1/2010 0:10,1/1/2010 0:22,3,11.58,3.8
2010001734,2010001734,DDS,1/1/2010 0:10,1/1/2010 0:23,2,13.46,1.6
2010001735,2010001735,CMT,1/1/2010 0:10,1/1/2010 0:32,1,22.28,2.1
2010001736,2010001736,CMT,1/1/2010 0:10,1/1/2010 0:38,1,27.98,11.4
2010001737,2010001737,CMT,1/1/2010 0:10,1/1/2010 0:17,2,6.9,2.4
2010001738,2010001738,CMT,1/1/2010 0:10,1/1/2010 0:13,1,2.72,1.3
2010001739,2010001739,CMT,1/1/2010 0:10,1/1/2010 0:27,2,16.87,5.9
2010001740,2010001740,CMT,1/1/2010 0:10,1/1/2010 0:25,2,15.43,4
2010001741,2010001741,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,1.4
2010001742,2010001742,CMT,1/1/2010 0:10,1/1/2010 0:15,1,4.57,0.9
2010001743,2010001743,CMT,1/1/2010 0:10,1/1/2010 0:27,2,16.6,1.6
2010001744,2010001744,VTS,1/1/2010 0:10,1/1/2010 0:10,3,0,1.55
2010001745,2010001745,VTS,1/1/2010 0:10,1/1/2010 0:10,2,0,0.86
2010001746,2010001746,DDS,1/1/2010 0:10,1/1/2010 0:17,2,6.65,1.2
2010000036,2010000036,CMT,1/1/2010 0:10,1/1/2010 0:13,2,3.02,0.9
2010001747,2010001747,CMT,1/1/2010 0:10,1/1/2010 0:17,3,7.12,2.1
2010001748,2010001748,VTS,1/1/2010 0:10,1/1/2010 0:10,3,0,1.54
2010001749,2010001749,VTS,1/1/2010 0:10,1/1/2010 0:10,4,0,1.3
2010001750,2010001750,CMT,1/1/2010 0:10,1/1/2010 0:15,1,4.67,0.9
2010001751,2010001751,CMT,1/1/2010 0:10,1/1/2010 0:24,2,13.47,2.1
2010001752,2010001752,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,0.69
2010001753,2010001753,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,1.77
2010001754,2010001754,VTS,1/1/2010 0:10,1/1/2010 0:10,5,0,2.3
2010001755,2010001755,CMT,1/1/2010 0:10,1/1/2010 0:16,1,5.77,1.3
2010001756,2010001756,CMT,1/1/2010 0:10,1/1/2010 0:26,1,15.92,6.1
2010000203,2010000203,DDS,1/1/2010 0:10,1/1/2010 0:32,1,21.91,3.6
2010000082,2010000082,CMT,1/1/2010 0:10,1/1/2010 0:32,1,22.08,10.7
2010001757,2010001757,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,0.48
2010001758,2010001758,VTS,1/1/2010 0:10,1/1/2010 0:10,2,0,2.12
2010001759,2010001759,CMT,1/1/2010 0:10,1/1/2010 0:22,2,12.28,1.4
2010001760,2010001760,CMT,1/1/2010 0:10,1/1/2010 0:20,4,9.8,2.3
2010001761,2010001761,CMT,1/1/2010 0:10,1/1/2010 0:23,1,12.97,1.2
2010001762,2010001762,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,0.41
2010001763,2010001763,CMT,1/1/2010 0:10,1/1/2010 0:31,1,20.43,5.2
2010001175,2010001175,CMT,1/1/2010 0:10,1/1/2010 0:16,1,6.12,1.2
2010001764,2010001764,CMT,1/1/2010 0:10,1/1/2010 0:24,2,13.47,9.5
2010001765,2010001765,VTS,1/1/2010 0:10,1/1/2010 0:10,2,0,1.15
2010001766,2010001766,CMT,1/1/2010 0:10,1/1/2010 0:24,1,14.35,2.2
2010001767,2010001767,CMT,1/1/2010 0:10,1/1/2010 0:26,2,16.13,3.5
2010001768,2010001768,CMT,1/1/2010 0:10,1/1/2010 0:20,1,9.88,3
2010001769,2010001769,CMT,1/1/2010 0:10,1/1/2010 0:21,1,11.35,2.5
2010001770,2010001770,CMT,1/1/2010 0:10,1/1/2010 0:43,3,32.83,2.9
2010001771,2010001771,CMT,1/1/2010 0:10,1/1/2010 0:25,4,14.82,2.9
2010001772,2010001772,VTS,1/1/2010 0:10,1/1/2010 0:10,1,0,0.02
2010001773,2010001773,CMT,1/1/2010 0:10,1/1/2010 0:13,1,2.4,0.7
2010001774,2010001774,CMT,1/1/2010 0:10,1/1/2010 0:14,1,4.03,0.3
2010001775,2010001775,CMT,1/1/2010 0:10,1/1/2010 0:23,1,12.9,3.4
2010001776,2010001776,CMT,1/1/2010 0:10,1/1/2010 0:42,3,31.92,5.2
2010001777,2010001777,CMT,1/1/2010 0:10,1/1/2010 0:13,1,3.3,0.7
